CustomerID,Tier,Retained,Age,Tenure,Monthly_Spend_IDR
P0052,Platinum,1,23,1, Rp 19.352.496 
S0995,Silver,1,24,9, Rp 6.051.892 
S0655,Silver,0,49,1, Rp 6.529.747 
S0271,Silver,1,47,5, Rp 6.026.173 
G0322,Gold,1,60,6, Rp 4.898.748 
S0426,Silver,1,32,1, Rp 3.105.429 
B0785,Blue,0,48,11, Rp 972.273 
S0380,Silver,0,39,5, Rp 7.253.804 
G0442,Gold,1,47,2, Rp 8.913.500 
S0809,Silver,0,39,5, Rp 2.072.776 
G0252,Gold,0,64,3, Rp 13.888.913 
B0045,Blue,1,18,4, Rp 3.504.451 
B1010,Blue,1,60,1, Rp 2.952.439 
B0729,Blue,0,35,12, Rp 1.056.837 
B0203,Blue,1,30,12, Rp 1.719.489 
B1046,Blue,0,20,1, Rp 1.788.025 
S0076,Silver,0,22,8, Rp 4.456.563 
B1123,Blue,1,25,1, Rp 4.208.436 
G0056,Gold,1,22,5, Rp 12.587.402 
P0231,Platinum,0,63,6, Rp 14.438.450 
S0852,Silver,1,62,9, Rp 5.291.745 
G0499,Gold,0,33,7, Rp 5.336.366 
B0238,Blue,1,60,5, Rp 3.206.932 
G0348,Gold,1,20,3, Rp 12.770.607 
P0013,Platinum,0,47,5, Rp 16.274.876 
P0233,Platinum,1,51,7, Rp 19.345.924 
G0006,Gold,1,36,3, Rp 5.023.578 
S0779,Silver,0,53,13, Rp 5.022.155 
G0096,Gold,1,51,6, Rp 13.052.935 
P0019,Platinum,1,38,9, Rp 18.198.285 
S0498,Silver,0,58,9, Rp 6.879.488 
B0359,Blue,0,44,3, Rp 1.913.542 
S0730,Silver,1,20,4, Rp 4.701.814 
G0153,Gold,1,32,8, Rp 13.027.886 
B0965,Blue,0,34,8, Rp 1.293.720 
B0118,Blue,1,44,5, Rp 4.330.811 
S0064,Silver,1,55,10, Rp 4.858.721 
G0119,Gold,1,38,12, Rp 14.334.944 
S0228,Silver,1,26,10, Rp 5.179.640 
S0391,Silver,0,35,14, Rp 3.512.953 
B1070,Blue,0,26,10, Rp 3.553.373 
S0282,Silver,1,32,12, Rp 6.433.344 
P0254,Platinum,1,63,9, Rp 16.486.780 
S0856,Silver,0,31,14, Rp 4.457.255 
S0440,Silver,0,48,8, Rp 7.209.174 
B0948,Blue,0,19,10, Rp 2.348.756 
B0499,Blue,1,37,9, Rp 3.514.151 
S0261,Silver,0,40,5, Rp 2.623.915 
P0115,Platinum,0,37,1, Rp 17.372.437 
S0015,Silver,0,37,2, Rp 4.039.731 
B0407,Blue,0,46,4, Rp 2.125.187 
B0468,Blue,1,25,8, Rp 884.732 
S0344,Silver,1,18,4, Rp 4.993.205 
B0566,Blue,1,51,1, Rp 1.641.217 
B0738,Blue,0,40,1, Rp 1.069.687 
S0668,Silver,0,30,3, Rp 6.073.481 
S0449,Silver,0,62,12, Rp 4.942.335 
G0462,Gold,1,61,4, Rp 8.103.326 
S0692,Silver,1,33,2, Rp 6.491.195 
P0120,Platinum,1,63,5, Rp 9.640.828 
G0123,Gold,1,47,12, Rp 11.423.253 
G0298,Gold,1,26,8, Rp 9.225.545 
B0744,Blue,1,35,14, Rp 2.430.491 
G0440,Gold,1,49,8, Rp 9.105.420 
B0084,Blue,1,47,8, Rp 1.807.531 
P0124,Platinum,1,22,6, Rp 14.957.107 
S0016,Silver,0,43,6, Rp 6.143.550 
P0117,Platinum,1,40,9, Rp 12.696.493 
S0194,Silver,1,55,13, Rp 6.147.025 
P0188,Platinum,0,61,3, Rp 11.846.064 
S0895,Silver,1,46,13, Rp 1.869.256 
S0617,Silver,1,30,5, Rp 4.248.143 
B0629,Blue,0,32,2, Rp 3.121.381 
B0888,Blue,0,40,3, Rp 1.048.011 
S0472,Silver,0,63,1, Rp 1.590.528 
B0912,Blue,1,64,12, Rp 2.507.310 
B0015,Blue,0,47,10, Rp 3.912.024 
S0641,Silver,1,46,2, Rp 3.925.153 
S0404,Silver,1,52,11, Rp 6.894.733 
S0721,Silver,0,21,12, Rp 7.367.857 
G0303,Gold,1,30,3, Rp 9.978.304 
G0319,Gold,1,50,3, Rp 10.696.338 
S0718,Silver,1,19,12, Rp 5.927.009 
B0160,Blue,1,49,12, Rp 3.945.194 
S0437,Silver,1,49,14, Rp 2.710.029 
B1170,Blue,1,25,9, Rp 1.007.326 
B1136,Blue,0,61,11, Rp 3.946.158 
B0657,Blue,0,19,2, Rp 2.249.499 
S0821,Silver,1,20,2, Rp 3.227.435 
B0497,Blue,1,42,14, Rp 4.202.674 
B0576,Blue,1,25,12, Rp 3.878.358 
B0681,Blue,0,56,12, Rp 991.839 
B0187,Blue,0,55,9, Rp 1.878.922 
P0084,Platinum,1,28,11, Rp 10.518.755 
G0490,Gold,1,62,9, Rp 14.812.419 
P0057,Platinum,1,24,10, Rp 19.298.234 
S0848,Silver,0,64,13, Rp 1.847.992 
B1162,Blue,1,27,1, Rp 1.667.989 
S0525,Silver,1,22,10, Rp 4.810.229 
G0171,Gold,1,49,13, Rp 8.518.657 
B1020,Blue,0,41,12, Rp 2.178.327 
B0790,Blue,0,31,10, Rp 4.302.543 
B0340,Blue,0,30,8, Rp 4.161.411 
B1044,Blue,0,62,14, Rp 3.561.628 
B0886,Blue,1,58,8, Rp 3.737.815 
B0053,Blue,0,21,3, Rp 3.817.422 
G0315,Gold,1,61,14, Rp 8.771.638 
S0594,Silver,1,43,11, Rp 5.542.583 
S0937,Silver,1,60,5, Rp 3.192.362 
S0726,Silver,1,57,13, Rp 3.745.027 
B0556,Blue,0,35,6, Rp 753.215 
B0947,Blue,1,54,4, Rp 3.770.556 
B0307,Blue,0,43,6, Rp 779.282 
P0045,Platinum,1,23,3, Rp 21.190.515 
B0832,Blue,1,31,9, Rp 2.884.239 
S0114,Silver,0,35,5, Rp 5.684.837 
G0329,Gold,1,51,12, Rp 7.861.156 
S0831,Silver,1,56,4, Rp 7.401.123 
S0366,Silver,0,62,2, Rp 5.678.653 
G0422,Gold,1,35,6, Rp 7.175.060 
S0298,Silver,0,52,9, Rp 3.487.781 
S0393,Silver,0,34,1, Rp 4.538.977 
S0481,Silver,0,32,6, Rp 5.307.423 
B1149,Blue,0,59,11, Rp 1.507.764 
S0424,Silver,1,31,10, Rp 1.685.383 
B0198,Blue,1,20,10, Rp 3.675.277 
B0545,Blue,0,34,11, Rp 1.265.813 
S0272,Silver,1,20,4, Rp 2.826.211 
S0477,Silver,0,23,12, Rp 6.314.163 
B0678,Blue,1,47,8, Rp 3.808.579 
B0455,Blue,0,37,1, Rp 1.678.565 
G0345,Gold,1,50,2, Rp 5.603.524 
S0288,Silver,0,23,10, Rp 2.461.761 
S0096,Silver,1,34,1, Rp 1.593.645 
B1135,Blue,1,55,2, Rp 3.294.757 
B0293,Blue,0,58,14, Rp 4.281.480 
P0229,Platinum,1,46,11, Rp 15.142.241 
G0337,Gold,1,36,6, Rp 6.507.710 
B0355,Blue,1,57,6, Rp 3.944.740 
S0287,Silver,1,22,8, Rp 5.105.055 
B0216,Blue,1,54,4, Rp 4.479.311 
B0525,Blue,0,42,6, Rp 2.204.333 
P0287,Platinum,1,52,7, Rp 17.242.657 
G0452,Gold,1,25,5, Rp 4.618.992 
P0007,Platinum,0,49,4, Rp 14.951.552 
B0259,Blue,0,20,3, Rp 1.400.104 
B0872,Blue,0,33,10, Rp 3.910.892 
G0200,Gold,1,63,8, Rp 13.979.708 
B0807,Blue,1,18,12, Rp 2.526.072 
S0731,Silver,0,29,11, Rp 5.674.471 
B0740,Blue,0,51,2, Rp 4.081.207 
S0885,Silver,0,18,9, Rp 5.331.863 
B0317,Blue,0,33,2, Rp 1.196.516 
S0122,Silver,0,47,2, Rp 4.419.400 
S0075,Silver,1,46,3, Rp 4.224.372 
B0154,Blue,0,38,2, Rp 1.263.448 
B0239,Blue,1,42,2, Rp 2.921.730 
B0492,Blue,1,46,12, Rp 3.316.509 
B1100,Blue,1,49,4, Rp 2.897.499 
B0898,Blue,0,31,1, Rp 1.933.551 
B1019,Blue,1,33,4, Rp 1.755.124 
P0222,Platinum,1,63,9, Rp 15.504.077 
S0677,Silver,0,47,13, Rp 2.966.290 
S0607,Silver,0,24,1, Rp 7.359.694 
B0364,Blue,0,48,8, Rp 3.824.020 
B1057,Blue,1,50,10, Rp 2.572.386 
S0313,Silver,0,46,7, Rp 3.977.717 
B0055,Blue,1,24,11, Rp 4.245.985 
S0494,Silver,0,49,10, Rp 2.377.329 
G0172,Gold,1,64,13, Rp 12.450.486 
G0235,Gold,1,32,6, Rp 8.615.979 
G0003,Gold,1,31,10, Rp 7.516.034 
S0037,Silver,1,62,9, Rp 2.693.698 
S0246,Silver,1,36,13, Rp 4.044.934 
G0248,Gold,0,38,13, Rp 4.721.107 
B1119,Blue,1,23,3, Rp 4.465.031 
G0455,Gold,1,62,8, Rp 9.106.189 
B1063,Blue,0,43,10, Rp 1.126.611 
B1183,Blue,0,39,7, Rp 1.205.041 
G0373,Gold,1,56,9, Rp 12.629.637 
B0072,Blue,0,64,4, Rp 3.964.650 
B0003,Blue,1,45,7, Rp 4.142.729 
B0461,Blue,0,30,7, Rp 2.919.744 
P0145,Platinum,0,58,2, Rp 21.755.152 
B0989,Blue,0,54,7, Rp 2.837.504 
P0119,Platinum,1,28,10, Rp 19.878.224 
B0249,Blue,1,64,5, Rp 855.690 
S0334,Silver,0,64,5, Rp 2.086.225 
G0397,Gold,1,46,5, Rp 9.104.334 
B1179,Blue,0,59,9, Rp 4.168.513 
B0751,Blue,1,21,7, Rp 3.594.808 
B1115,Blue,0,26,1, Rp 4.138.272 
B0148,Blue,1,39,3, Rp 2.381.210 
B0454,Blue,0,22,8, Rp 1.110.414 
B0150,Blue,1,61,4, Rp 3.651.847 
P0051,Platinum,0,63,4, Rp 8.705.053 
B0030,Blue,0,55,13, Rp 2.111.035 
B0349,Blue,0,44,8, Rp 3.350.724 
G0074,Gold,1,41,7, Rp 10.709.193 
B0417,Blue,1,50,12, Rp 2.602.196 
S0755,Silver,1,39,10, Rp 7.251.651 
B0064,Blue,0,44,5, Rp 2.478.787 
B0338,Blue,1,49,1, Rp 2.013.223 
S0150,Silver,0,32,13, Rp 2.780.908 
S0902,Silver,1,18,6, Rp 1.714.431 
G0376,Gold,0,60,5, Rp 10.502.091 
B0830,Blue,0,21,6, Rp 1.909.254 
P0014,Platinum,1,18,14, Rp 22.455.327 
P0053,Platinum,1,42,5, Rp 13.841.382 
G0143,Gold,1,23,5, Rp 13.985.028 
B1067,Blue,0,57,12, Rp 1.964.520 
B0555,Blue,1,41,6, Rp 3.149.996 
P0265,Platinum,1,54,7, Rp 20.302.210 
B1168,Blue,0,26,9, Rp 1.999.994 
P0223,Platinum,1,37,13, Rp 9.617.490 
S0836,Silver,1,33,9, Rp 5.061.101 
G0093,Gold,1,64,10, Rp 8.388.077 
S0137,Silver,0,40,13, Rp 4.987.758 
B0414,Blue,0,18,9, Rp 1.053.529 
B0915,Blue,1,33,8, Rp 4.479.984 
P0272,Platinum,1,41,3, Rp 16.381.849 
G0092,Gold,0,52,3, Rp 11.106.042 
B0209,Blue,0,32,8, Rp 3.779.600 
B0247,Blue,0,44,6, Rp 2.280.944 
B0673,Blue,0,19,14, Rp 4.479.540 
S0991,Silver,0,42,11, Rp 2.194.274 
G0459,Gold,1,52,6, Rp 13.513.938 
B0073,Blue,0,48,4, Rp 1.519.056 
S0135,Silver,1,61,13, Rp 6.691.015 
S0450,Silver,0,19,7, Rp 4.957.520 
B0394,Blue,1,35,13, Rp 1.767.461 
B0824,Blue,1,24,13, Rp 4.205.726 
S0390,Silver,1,23,14, Rp 5.949.241 
B1064,Blue,0,38,11, Rp 3.932.283 
B0324,Blue,0,39,8, Rp 3.061.425 
P0015,Platinum,1,47,12, Rp 14.337.998 
S0574,Silver,1,56,13, Rp 5.891.425 
G0370,Gold,1,43,7, Rp 6.573.213 
G0255,Gold,1,52,7, Rp 7.752.199 
G0002,Gold,1,24,14, Rp 7.275.147 
B0880,Blue,1,32,5, Rp 2.645.328 
B0813,Blue,0,43,4, Rp 793.204 
G0139,Gold,0,63,12, Rp 8.240.745 
S0843,Silver,0,49,3, Rp 3.942.990 
S0738,Silver,1,47,12, Rp 4.489.270 
S0563,Silver,0,43,4, Rp 6.036.099 
S0800,Silver,1,41,3, Rp 6.040.434 
B0719,Blue,0,59,1, Rp 2.265.025 
G0239,Gold,1,55,4, Rp 8.134.139 
B0303,Blue,0,50,11, Rp 3.280.353 
B0433,Blue,0,48,8, Rp 2.980.789 
B0762,Blue,1,23,12, Rp 1.926.626 
P0055,Platinum,1,57,13, Rp 11.306.965 
B0856,Blue,0,40,5, Rp 4.068.221 
G0133,Gold,1,36,10, Rp 9.556.686 
B0835,Blue,0,49,6, Rp 1.363.372 
S0811,Silver,0,33,12, Rp 4.227.501 
B1087,Blue,0,36,6, Rp 1.413.966 
G0325,Gold,1,31,2, Rp 12.438.045 
B0554,Blue,0,23,8, Rp 2.934.757 
B1090,Blue,1,63,1, Rp 847.750 
G0150,Gold,0,42,14, Rp 11.559.432 
S0544,Silver,0,51,14, Rp 4.416.270 
G0351,Gold,0,64,2, Rp 4.613.383 
P0162,Platinum,1,46,6, Rp 13.145.827 
S0182,Silver,1,52,14, Rp 2.284.322 
S0024,Silver,0,61,11, Rp 6.429.549 
S0928,Silver,0,62,9, Rp 3.412.216 
S0814,Silver,1,49,7, Rp 5.465.370 
B0508,Blue,1,59,5, Rp 1.232.856 
P0076,Platinum,1,62,6, Rp 14.332.068 
G0130,Gold,1,24,5, Rp 5.711.731 
B0684,Blue,0,22,3, Rp 4.335.750 
B0692,Blue,0,59,2, Rp 3.447.767 
B1114,Blue,1,54,5, Rp 2.161.949 
G0229,Gold,1,39,13, Rp 8.747.156 
S0646,Silver,0,26,6, Rp 6.787.519 
B0011,Blue,0,53,13, Rp 3.479.634 
S0005,Silver,0,32,13, Rp 5.173.591 
S0457,Silver,1,52,10, Rp 4.740.700 
B0390,Blue,1,52,9, Rp 4.216.018 
S0785,Silver,1,19,3, Rp 6.254.925 
P0242,Platinum,1,32,7, Rp 8.507.964 
S0893,Silver,1,41,7, Rp 7.499.356 
B0917,Blue,0,49,11, Rp 3.727.722 
B0357,Blue,1,24,2, Rp 1.739.003 
P0278,Platinum,1,45,2, Rp 12.310.489 
S0217,Silver,0,35,3, Rp 6.111.229 
S0983,Silver,0,63,5, Rp 4.890.914 
B0007,Blue,1,42,5, Rp 1.217.518 
B0863,Blue,0,43,8, Rp 2.013.483 
P0209,Platinum,1,41,14, Rp 21.155.195 
B0689,Blue,1,57,3, Rp 3.984.143 
S0527,Silver,0,40,12, Rp 2.258.069 
B0071,Blue,1,52,2, Rp 934.083 
B0172,Blue,1,56,8, Rp 3.759.010 
S0368,Silver,1,52,9, Rp 6.738.038 
S0679,Silver,1,52,9, Rp 4.143.922 
G0301,Gold,1,54,14, Rp 7.044.080 
B0812,Blue,1,57,5, Rp 2.693.002 
B0757,Blue,1,31,7, Rp 1.499.641 
B0654,Blue,0,31,10, Rp 2.924.608 
B0434,Blue,0,59,1, Rp 2.662.869 
B0438,Blue,1,41,13, Rp 2.004.666 
P0245,Platinum,0,20,9, Rp 10.006.986 
P0286,Platinum,1,41,12, Rp 9.409.388 
B0742,Blue,0,20,11, Rp 3.521.636 
G0109,Gold,1,19,6, Rp 9.521.979 
B0503,Blue,1,19,13, Rp 4.419.050 
B1039,Blue,1,43,8, Rp 2.455.938 
B0422,Blue,1,35,9, Rp 1.086.740 
B0730,Blue,0,30,9, Rp 3.257.278 
G0470,Gold,1,34,7, Rp 11.806.757 
B0994,Blue,0,43,8, Rp 3.471.636 
S0155,Silver,1,25,2, Rp 6.672.112 
S0531,Silver,0,51,9, Rp 7.319.623 
S0550,Silver,0,38,10, Rp 1.928.537 
G0467,Gold,0,45,5, Rp 13.819.887 
S0913,Silver,1,20,12, Rp 6.787.728 
S0349,Silver,0,32,3, Rp 6.050.451 
B0823,Blue,0,61,14, Rp 1.919.995 
S0543,Silver,0,52,9, Rp 3.316.263 
S0292,Silver,0,40,4, Rp 4.564.829 
B1184,Blue,0,38,2, Rp 969.741 
S0460,Silver,1,55,10, Rp 2.483.928 
S0899,Silver,0,37,4, Rp 6.611.295 
B0753,Blue,0,60,11, Rp 3.740.680 
S0326,Silver,1,30,1, Rp 5.845.445 
B0382,Blue,1,55,2, Rp 1.255.335 
G0353,Gold,1,18,14, Rp 5.689.332 
B0225,Blue,1,29,7, Rp 1.491.025 
P0107,Platinum,1,21,7, Rp 9.468.232 
B0669,Blue,0,33,6, Rp 999.032 
S0117,Silver,0,56,2, Rp 3.307.580 
B0648,Blue,1,35,1, Rp 1.376.078 
B0347,Blue,1,56,2, Rp 883.586 
B0709,Blue,0,18,4, Rp 2.795.754 
S0237,Silver,0,51,5, Rp 5.080.346 
S0788,Silver,1,29,12, Rp 6.305.915 
S0777,Silver,0,19,4, Rp 5.758.979 
B0716,Blue,1,49,13, Rp 963.157 
S0891,Silver,0,56,8, Rp 5.309.722 
P0249,Platinum,1,57,12, Rp 12.334.462 
G0264,Gold,0,42,12, Rp 12.992.326 
B0050,Blue,1,21,14, Rp 1.638.007 
S0892,Silver,1,64,2, Rp 1.756.700 
S0987,Silver,0,63,1, Rp 7.401.965 
P0152,Platinum,1,24,14, Rp 17.141.279 
G0364,Gold,0,41,5, Rp 14.071.708 
B0564,Blue,0,28,12, Rp 3.705.131 
B0626,Blue,1,32,11, Rp 3.489.989 
S0577,Silver,0,44,8, Rp 4.561.361 
B0761,Blue,0,59,5, Rp 1.069.651 
S0199,Silver,1,21,7, Rp 6.665.221 
S0860,Silver,0,48,7, Rp 3.568.561 
B0358,Blue,0,37,9, Rp 1.965.878 
S0358,Silver,0,34,5, Rp 3.994.773 
S0979,Silver,0,42,14, Rp 4.652.643 
S0042,Silver,1,30,5, Rp 3.355.491 
G0256,Gold,0,21,2, Rp 13.516.896 
S0493,Silver,0,34,3, Rp 6.545.549 
B0938,Blue,0,55,6, Rp 1.555.195 
S0219,Silver,1,50,11, Rp 6.416.008 
B0826,Blue,1,32,5, Rp 3.360.651 
S0652,Silver,0,32,8, Rp 6.646.554 
S0823,Silver,0,49,5, Rp 6.153.114 
S0343,Silver,0,64,6, Rp 5.759.377 
B0489,Blue,1,56,1, Rp 970.787 
P0126,Platinum,1,29,12, Rp 14.558.069 
S0034,Silver,1,49,2, Rp 4.920.723 
B0453,Blue,0,22,11, Rp 1.892.761 
B0138,Blue,0,50,1, Rp 2.032.421 
P0002,Platinum,1,19,6, Rp 12.904.817 
P0250,Platinum,1,61,13, Rp 15.867.040 
G0145,Gold,1,34,10, Rp 5.111.284 
B0082,Blue,0,21,11, Rp 979.954 
S0716,Silver,0,59,1, Rp 2.336.793 
S0518,Silver,1,35,12, Rp 3.001.243 
G0486,Gold,1,33,10, Rp 14.258.779 
S0413,Silver,0,57,12, Rp 2.097.532 
S0666,Silver,0,61,7, Rp 3.390.430 
G0487,Gold,1,25,10, Rp 11.098.440 
P0122,Platinum,1,45,2, Rp 16.036.605 
B0930,Blue,0,39,9, Rp 2.247.491 
G0034,Gold,0,30,9, Rp 10.587.956 
S0296,Silver,1,38,3, Rp 6.497.410 
S0338,Silver,1,29,1, Rp 4.205.666 
S0431,Silver,1,45,9, Rp 2.769.006 
B0598,Blue,0,61,12, Rp 3.153.271 
B0389,Blue,0,20,13, Rp 1.950.970 
B0505,Blue,1,30,10, Rp 2.312.824 
S0697,Silver,1,60,8, Rp 5.812.886 
G0447,Gold,0,48,1, Rp 13.469.710 
B1006,Blue,0,61,11, Rp 2.975.879 
S0427,Silver,1,64,1, Rp 1.935.338 
S0441,Silver,0,20,10, Rp 5.847.665 
S0206,Silver,0,34,14, Rp 3.040.427 
B0512,Blue,0,35,9, Rp 2.565.522 
S0984,Silver,0,29,2, Rp 6.973.199 
B0457,Blue,0,35,13, Rp 4.418.432 
S0470,Silver,0,47,7, Rp 6.680.071 
S0444,Silver,0,32,4, Rp 7.089.772 
B0078,Blue,1,63,7, Rp 1.288.787 
S0086,Silver,0,62,5, Rp 3.205.068 
S0243,Silver,0,37,4, Rp 3.138.233 
S0051,Silver,0,49,13, Rp 3.748.037 
S0322,Silver,0,61,12, Rp 1.606.788 
S0369,Silver,1,63,2, Rp 3.521.483 
S0627,Silver,0,19,1, Rp 5.750.345 
B0413,Blue,0,26,1, Rp 918.725 
G0084,Gold,1,55,8, Rp 9.035.145 
B0900,Blue,0,23,1, Rp 4.386.224 
B0105,Blue,1,39,5, Rp 3.789.703 
G0244,Gold,1,46,4, Rp 4.662.732 
S0732,Silver,0,20,7, Rp 6.144.126 
S0187,Silver,1,57,14, Rp 3.409.241 
P0160,Platinum,1,64,3, Rp 18.700.897 
P0180,Platinum,0,19,4, Rp 16.702.918 
G0216,Gold,1,55,5, Rp 8.203.257 
B1165,Blue,0,25,9, Rp 3.086.014 
B0546,Blue,0,62,14, Rp 4.085.293 
S0908,Silver,0,37,2, Rp 5.649.205 
S0290,Silver,0,61,8, Rp 3.197.316 
B1001,Blue,0,19,7, Rp 2.251.292 
S0699,Silver,0,18,6, Rp 2.497.646 
S0210,Silver,1,36,9, Rp 2.144.124 
G0273,Gold,0,53,10, Rp 7.293.224 
B0220,Blue,0,60,1, Rp 3.948.020 
G0377,Gold,1,42,10, Rp 4.987.230 
S0514,Silver,1,29,2, Rp 5.271.813 
P0104,Platinum,1,27,11, Rp 22.059.001 
G0269,Gold,1,63,2, Rp 14.128.092 
B0442,Blue,0,21,3, Rp 2.244.013 
B0971,Blue,1,35,10, Rp 4.448.736 
S0857,Silver,1,32,5, Rp 5.299.701 
G0468,Gold,1,23,8, Rp 8.362.432 
B0721,Blue,1,53,10, Rp 2.914.239 
S0138,Silver,1,47,10, Rp 6.044.857 
B0723,Blue,1,33,11, Rp 900.415 
S0385,Silver,0,64,14, Rp 2.020.460 
G0463,Gold,1,46,4, Rp 10.396.636 
G0483,Gold,1,59,8, Rp 7.885.723 
S0643,Silver,1,39,6, Rp 1.732.827 
S0029,Silver,1,35,6, Rp 5.600.497 
S0922,Silver,1,26,1, Rp 2.936.641 
G0076,Gold,0,55,1, Rp 12.325.036 
P0138,Platinum,1,35,9, Rp 13.431.075 
S0435,Silver,1,43,13, Rp 3.114.084 
S0942,Silver,0,43,7, Rp 7.440.523 
B1042,Blue,0,50,2, Rp 2.952.449 
S0195,Silver,1,45,6, Rp 7.126.196 
B0451,Blue,0,32,6, Rp 1.858.379 
B0047,Blue,1,51,10, Rp 817.750 
G0489,Gold,0,57,4, Rp 7.167.326 
S0793,Silver,1,41,7, Rp 1.741.688 
B0395,Blue,0,41,13, Rp 1.568.299 
S0529,Silver,1,42,8, Rp 4.651.568 
B0621,Blue,1,31,2, Rp 2.870.574 
B0636,Blue,1,57,7, Rp 3.220.827 
G0385,Gold,0,42,8, Rp 7.012.218 
B0822,Blue,0,24,7, Rp 2.622.313 
B0440,Blue,0,48,12, Rp 2.087.838 
P0130,Platinum,1,55,10, Rp 13.499.432 
G0094,Gold,0,19,7, Rp 6.874.592 
B0130,Blue,0,35,9, Rp 4.323.945 
B0114,Blue,0,27,10, Rp 2.526.007 
S0690,Silver,1,34,3, Rp 6.297.570 
B0983,Blue,0,26,12, Rp 1.465.431 
S0955,Silver,0,31,11, Rp 3.355.246 
S0883,Silver,0,42,10, Rp 2.363.056 
S0043,Silver,0,43,7, Rp 6.814.485 
B0470,Blue,1,63,9, Rp 3.973.976 
B1068,Blue,1,19,10, Rp 1.912.598 
G0371,Gold,1,20,10, Rp 14.833.248 
B0764,Blue,0,41,3, Rp 2.131.950 
G0227,Gold,1,30,6, Rp 6.176.144 
B0903,Blue,1,24,7, Rp 3.596.458 
B0976,Blue,1,48,11, Rp 2.804.629 
S0764,Silver,0,42,9, Rp 5.478.323 
B1195,Blue,0,55,9, Rp 867.674 
S0657,Silver,0,35,14, Rp 5.370.619 
S0116,Silver,1,47,2, Rp 4.705.491 
G0382,Gold,1,49,12, Rp 5.310.016 
B0261,Blue,0,25,7, Rp 4.322.238 
S0539,Silver,1,47,3, Rp 1.594.170 
S0741,Silver,1,45,11, Rp 5.320.325 
B0001,Blue,0,62,4, Rp 3.777.514 
P0035,Platinum,0,37,3, Rp 11.688.979 
B0350,Blue,1,62,7, Rp 2.347.636 
G0021,Gold,1,31,8, Rp 13.549.743 
S0025,Silver,0,55,12, Rp 7.335.498 
G0344,Gold,1,64,1, Rp 6.726.471 
B0034,Blue,0,24,11, Rp 1.384.560 
B0760,Blue,0,29,1, Rp 1.614.932 
S0163,Silver,1,28,6, Rp 2.097.970 
B0166,Blue,1,22,6, Rp 3.583.414 
B1077,Blue,1,37,10, Rp 3.561.549 
G0010,Gold,1,50,3, Rp 4.657.737 
G0383,Gold,0,43,3, Rp 7.715.057 
B1043,Blue,0,43,6, Rp 2.887.293 
B0559,Blue,1,46,9, Rp 2.690.037 
G0285,Gold,1,56,14, Rp 7.678.132 
B0380,Blue,1,23,12, Rp 3.770.900 
G0406,Gold,1,63,3, Rp 12.981.263 
P0092,Platinum,1,31,2, Rp 9.850.639 
S0458,Silver,1,47,6, Rp 4.463.436 
B0162,Blue,0,26,12, Rp 1.410.123 
S0308,Silver,0,22,13, Rp 2.874.009 
B0429,Blue,1,49,10, Rp 4.262.676 
B0419,Blue,1,33,9, Rp 1.388.055 
S0606,Silver,0,27,3, Rp 6.166.550 
B0333,Blue,0,40,3, Rp 2.954.952 
B0496,Blue,1,48,8, Rp 1.574.989 
B0215,Blue,0,41,8, Rp 2.064.085 
S0966,Silver,0,63,8, Rp 5.343.834 
B0585,Blue,0,25,14, Rp 4.154.379 
B1062,Blue,0,61,4, Rp 2.114.352 
S0367,Silver,0,23,2, Rp 3.358.677 
B1065,Blue,0,45,10, Rp 1.962.450 
G0313,Gold,0,54,11, Rp 4.594.486 
S0951,Silver,1,56,13, Rp 6.958.826 
B0725,Blue,1,40,12, Rp 1.247.988 
S0554,Silver,1,34,1, Rp 2.255.388 
B1050,Blue,0,19,11, Rp 1.101.852 
B0523,Blue,1,21,7, Rp 3.768.475 
B0647,Blue,1,51,2, Rp 1.603.358 
B0806,Blue,1,18,10, Rp 1.257.374 
P0164,Platinum,1,31,10, Rp 20.841.701 
G0375,Gold,1,34,7, Rp 9.452.463 
P0210,Platinum,0,26,14, Rp 12.401.116 
S0098,Silver,1,25,3, Rp 4.611.189 
B0902,Blue,1,27,9, Rp 1.261.463 
B0420,Blue,0,61,1, Rp 766.352 
S0703,Silver,1,24,3, Rp 1.667.831 
B0081,Blue,0,58,3, Rp 794.373 
B0868,Blue,0,44,1, Rp 1.126.179 
B0997,Blue,0,45,4, Rp 2.649.635 
B0845,Blue,1,58,7, Rp 1.063.604 
S0145,Silver,1,28,11, Rp 6.865.427 
B0270,Blue,0,42,9, Rp 2.833.740 
B0604,Blue,0,53,5, Rp 999.212 
S0698,Silver,1,41,11, Rp 2.851.733 
B0287,Blue,0,43,4, Rp 4.210.594 
S0628,Silver,0,39,11, Rp 2.038.268 
G0400,Gold,1,19,14, Rp 5.886.369 
G0356,Gold,1,30,4, Rp 12.734.938 
S0964,Silver,1,36,10, Rp 4.142.155 
S0705,Silver,1,64,7, Rp 6.122.627 
B0802,Blue,0,38,1, Rp 1.325.614 
B0192,Blue,0,25,7, Rp 793.097 
G0134,Gold,0,18,8, Rp 11.645.952 
B0376,Blue,1,58,8, Rp 1.117.558 
B0977,Blue,1,21,6, Rp 3.402.544 
B0644,Blue,0,61,11, Rp 2.697.929 
B0174,Blue,1,24,8, Rp 3.704.889 
B0969,Blue,0,54,13, Rp 3.914.218 
B0227,Blue,0,34,9, Rp 1.228.509 
B0683,Blue,1,22,8, Rp 2.425.538 
